message_id,date,sender,text,views,threat_level
msg_-1001474058642_481729,2026-07-24T09:51:10+00:00,2037695928,If all the subjects are clear and there is only one subject left with some marks does the university give grace marks?,10,LOW
msg_-1001474058642_481728,2026-07-24T09:50:57+00:00,2037695928,If all the subjects are clear and there is only one subject left with some marks does the university give grace marks?,10,LOW
msg_-1001474058642_481724,2026-07-24T09:26:15+00:00,5914393037,Sppu won’t delay unnecessarily,10,LOW
msg_-1001474058642_481723,2026-07-24T09:25:42+00:00,5914393037,"Something is wrong , or there is 100% a issue",10,LOW
msg_-1001474058642_481722,2026-07-24T09:24:03+00:00,5696887110,sppu not in mood to announce result,10,LOW
msg_-1001474058642_481721,2026-07-24T09:19:33+00:00,1350643814,😭😭,10,LOW
msg_-1001474058642_481720,2026-07-24T09:19:10+00:00,7811752003,T.E.(2019 Credit Pattern) no results today.,10,LOW
msg_-1001474058642_481718,2026-07-24T09:16:34+00:00,1350643814,God knows,10,LOW
msg_-1001474058642_481716,2026-07-24T09:06:43+00:00,7487813634,TE Result kab hai  Any update,10,LOW
msg_-1001474058642_481712,2026-07-24T07:01:12+00:00,7276393517,Satellite communication notes,10,LOW
msg_-1001474058642_481922,2026-07-25T10:02:40+00:00,7811752003,Photocopy Link For BE 2019 Pattern Will Start from SPPU • Application Start Date : 23th July 2026 • Last Date to Apply : 2nd August 2026,10,LOW
msg_-1001474058642_481921,2026-07-25T10:02:27+00:00,7811752003,Photocopy Link For BE 2019 Pattern Will Start from SPPU • Application Start Date : 23th July 2026 • Last Date to Apply : 2nd August 2026,10,LOW
msg_-1001474058642_481920,2026-07-25T09:25:48+00:00,5446190810,"**Hey**, [Rahul](tg://user?id=1419426141) 👋. 𝕎𝕖𝕝𝕔 𝕥𝕠 @𝕊ℙℙ𝕌𝔹𝕋𝔼ℂℍ 🎉🎊    • ᵂᵉ ᵃᵖᵖʳᵉᶜⁱᵃᵗᵉ ʸᵒᵘʳ ᶜᵒⁿᵗʳⁱᵇᵘᵗⁱᵒⁿ ᶠᵒʳ ˢᵗᵘᵈʸ ᵐᵃᵗᵉʳⁱᵃˡˢ ❤️   • [ꜱɪʟᴇɴᴛ ɪɴᴠɪᴛᴇ ꜰᴇᴀᴛᴜʀᴇ](https://t.me/SPPUBTECH/1/126912) 🤫",10,LOW
msg_-1001474058642_481917,2026-07-25T08:49:04+00:00,913866550,Photocopy start kdhi honar ahe,10,LOW
msg_-1001474058642_481916,2026-07-25T08:18:56+00:00,1350643814,Hi,10,LOW
msg_-1001474058642_481912,2026-07-25T07:24:12+00:00,2065274634,Bhaii vo loag Saturday Sunday ko bhi exam lety hai 🙂,10,LOW
msg_-1001474058642_481907,2026-07-25T06:47:16+00:00,1628844812,ataa ha bro,10,LOW
msg_-1001474058642_481906,2026-07-25T06:44:04+00:00,1628844812,be project avilable,10,LOW
msg_-1001474058642_481904,2026-07-25T06:41:13+00:00,5914393037,Sat sund ko nahi ayega bro,10,LOW
msg_-1001474058642_481903,2026-07-25T06:40:59+00:00,7762136470,Hope it's come,10,LOW
msg_-1001474058642_481902,2026-07-25T06:40:45+00:00,5914393037,"This is not prediction this is spoiler  ""udya yeli 100% te2019""",10,LOW
msg_-1001474058642_481901,2026-07-25T06:17:54+00:00,1875043602,Te2019 result ?,10,LOW
msg_-1001474058642_481900,2026-07-25T05:52:23+00:00,609517172,**All Previous Year Question Papers** ⏭ https://t.me/PuneEngineers/492,10,LOW
msg_-1001474058642_481899,2026-07-25T05:52:22+00:00,6724586646,Pyq,10,LOW
msg_-1001474058642_481896,2026-07-25T05:37:24+00:00,8280600858,BE 2019 pattern result ka issue solve hua kisika?,10,LOW
msg_-1001474058642_481895,2026-07-25T05:22:37+00:00,8223161856,Anyone 3rd 2024 pattern syllabus pdf aahe ka,10,LOW
msg_-1001474058642_481893,2026-07-25T04:21:20+00:00,5975195645,Embedded processors insem papers,10,LOW
msg_-1001474058642_481885,2026-07-24T20:26:22+00:00,609517172,"User [Kt](tg://user?id=5693873423) has 1/3 warnings; be careful! **Reason:** check rules, don't do it again!",10,LOW
msg_-1001474058642_481880,2026-07-24T15:57:31+00:00,7755632681,Give mi gate study material,10,LOW
msg_-1001474058642_481878,2026-07-24T15:08:40+00:00,1875043602,ATA direct next sem la yeli vatt result 😂,10,LOW
msg_-1001474058642_481877,2026-07-24T15:08:08+00:00,1350643814,😂😂,10,LOW
msg_-1001474058642_481876,2026-07-24T15:07:44+00:00,1875043602,Bhai Udya kdhi yeto ka 😂,10,LOW
msg_-1001474058642_481874,2026-07-24T14:48:43+00:00,1350643814,Aur teri prediction,10,LOW
msg_-1001474058642_481873,2026-07-24T14:48:34+00:00,1350643814,Kidar h bhai tu,10,LOW
msg_-1001474058642_481856,2026-07-24T14:02:14+00:00,6058083324,Nhi ala na,10,LOW
msg_-1001474058642_481830,2026-07-24T13:24:52+00:00,1350643814,30 tak aayega,10,LOW
msg_-1001474058642_481826,2026-07-24T13:20:44+00:00,5696887110,kal lag sakta result?,10,LOW
msg_-1001474058642_481809,2026-07-24T12:58:15+00:00,User_-1001474058642,It was never meant to be a scholarship,10,LOW
msg_-1001474058642_481805,2026-07-24T12:53:11+00:00,5744293864,"Give unit wise notes of Os,ds,digital marketing, deld,uhv",10,LOW
msg_-1001474058642_481792,2026-07-24T12:33:39+00:00,1496087428,"""नमस्कार मित्रांनो, ​शासनाने 'Against CAP' अंतर्गत प्रवेश घेतलेल्या महाराष्ट्रातील सर्व विद्यार्थ्यांची स्कॉलरशिप रद्द केली आहे. हा आपल्या भविष्यावरील मोठा अन्याय आहे. ​याविरोधात आपल्याला हेड ऑफिसपर्यंत आवाज पोहोचवायचा आहे आणि निवेदन द्यायचे आहे. आपल्या हक्काच्या स्कॉलरशिपसाठी सर्वांनी एकत्र येण्याची हीच वेळ आहे. ​खालील इन्स्टाग्राम रील/व्हिडिओ बघून नक्की शेअर करा आणि आंदोलनात सहभागी व्हा: ज्यांचे ॲडमिशन Against CAP मधून झाले आहे, त्यांनी त्वरित हा ग्रुप जॉईन करा!""",10,LOW
msg_-1001474058642_481750,2026-07-24T11:27:21+00:00,7811752003,Updated_TE_Instrumentation_2024 Course Syllabus_24072026.pdf,10,LOW
msg_-1001474058642_481740,2026-07-24T10:53:23+00:00,8546083901,"नमस्कार मित्रांनो, ​SPPU मधील अगेन्स्ट कॅप स्कॉलरशिप रद्द झाल्यामुळे, हेड ऑफिसला अर्ज देऊन आपल्याला विरोध करायचा आहे. ​फक्त अगेन्स्ट कॅपचे विद्यार्थीच ग्रुपमध्ये जॉईन व्हा. ​पुढील आंदोलनाची दिशा ठरवण्यासाठी सर्वांनी एकत्र या!",10,LOW
msg_-1001474058642_481738,2026-07-24T10:19:08+00:00,1350643814,Bhai ab tu maaze le rha h😂😂😂😂,10,LOW
msg_-1001474058642_481737,2026-07-24T10:13:40+00:00,7811752003,😐,10,LOW
msg_-1001474058642_481735,2026-07-24T10:13:28+00:00,7811752003,Result lag gaya but SY BCOM ka.,10,LOW
msg_-1001474058642_481733,2026-07-24T09:54:15+00:00,2037695928,Okay thank you,10,LOW
msg_-1001474058642_481732,2026-07-24T09:53:52+00:00,7811752003,uni gives upto 10 marks grace,10,LOW
msg_-1001474058642_481731,2026-07-24T09:53:06+00:00,2037695928,Are you sure??,10,LOW
msg_-1001474058642_481730,2026-07-24T09:51:40+00:00,1936626231,no,10,LOW
msg_-1001474058642_481729,2026-07-24T09:51:10+00:00,2037695928,If all the subjects are clear and there is only one subject left with some marks does the university give grace marks?,10,LOW
msg_-1001474058642_481728,2026-07-24T09:50:57+00:00,2037695928,If all the subjects are clear and there is only one subject left with some marks does the university give grace marks?,10,LOW
msg_-1001474058642_481724,2026-07-24T09:26:15+00:00,5914393037,Sppu won’t delay unnecessarily,10,LOW
msg_-1001474058642_481723,2026-07-24T09:25:42+00:00,5914393037,"Something is wrong , or there is 100% a issue",10,LOW
msg_-1001474058642_481722,2026-07-24T09:24:03+00:00,5696887110,sppu not in mood to announce result,10,LOW
msg_-1001474058642_481721,2026-07-24T09:19:33+00:00,1350643814,😭😭,10,LOW
msg_-1001474058642_481720,2026-07-24T09:19:10+00:00,7811752003,T.E.(2019 Credit Pattern) no results today.,10,LOW
msg_-1001474058642_481718,2026-07-24T09:16:34+00:00,1350643814,God knows,10,LOW
msg_-1001474058642_481716,2026-07-24T09:06:43+00:00,7487813634,TE Result kab hai  Any update,10,LOW
msg_-1001474058642_481712,2026-07-24T07:01:12+00:00,7276393517,Satellite communication notes,10,LOW
msg_-1001474058642_481926,2026-07-25T10:37:41+00:00,5446190810,"**Hey**, [Shivam](tg://user?id=8477182207) 👋. 𝕎𝕖𝕝𝕔 𝕥𝕠 @𝕊ℙℙ𝕌𝔹𝕋𝔼ℂℍ 🎉🎊    • ᵂᵉ ᵃᵖᵖʳᵉᶜⁱᵃᵗᵉ ʸᵒᵘʳ ᶜᵒⁿᵗʳⁱᵇᵘᵗⁱᵒⁿ ᶠᵒʳ ˢᵗᵘᵈʸ ᵐᵃᵗᵉʳⁱᵃˡˢ ❤️   • [ꜱɪʟᴇɴᴛ ɪɴᴠɪᴛᴇ ꜰᴇᴀᴛᴜʀᴇ](https://t.me/SPPUBTECH/1/126912) 🤫",10,LOW
msg_-1001474058642_481925,2026-07-25T10:33:46+00:00,8250929675,🥲,10,LOW
msg_-1001474058642_481924,2026-07-25T10:33:36+00:00,7811752003,Maybe next week?,10,LOW
msg_-1001474058642_481923,2026-07-25T10:33:16+00:00,8250929675,Kab lagega ??,10,LOW
msg_-1001474058642_481711,2026-07-24T06:49:14+00:00,1281270120,Can anyone help?,10,LOW
msg_-1001474058642_481710,2026-07-24T06:49:03+00:00,1281270120,"Sem 7 Insem notes, micro  MIOT & Deep learning",10,LOW
msg_-1001474058642_481709,2026-07-24T06:16:53+00:00,7811752003,no?,10,LOW
msg_-1001474058642_481708,2026-07-24T06:16:34+00:00,1350643814,Bhai result bata de aaj aayega TE 2019 ka?,10,LOW
msg_-1001474058642_481704,2026-07-24T06:01:34+00:00,7811752003,"SPPU Ledger Copy Information  Definition of a Ledger Copy A Ledger Copy is an official master result sheet issued by Savitribai Phule Pune University (SPPU). It contains detailed academic information, including: • Course Codes • Subject-wise Marks and Grades • In-Sem Examination (ISE) Marks • End-Sem Examination (ESE) Marks • Term Work (TW) Marks • Practical and Oral Marks (where applicable) • Credit Points • SGPA and CGPA for current 8th-semester students • Overall Academic Performance  Key Details Master Compilation A Ledger Copy contains the complete result data for an entire class, division, or college. It is not limited to a single student's result.  Official Access These ledgers are primarily designated for College Examination Sections and other authorized university officials. The complete ledger is generally restricted and is not issued to individual students.  Purpose Colleges utilize the Ledger Copy for: • Result Analysis • Credit Verification • Pass and Fail Statistics • Academic Record Verification  Can Students View Their Ledger Entry? Yes. A student may request their Examination Coordinator (Exam Section) to view their individual ledger entry. This is generally permitted solely for verification purposes and is subject to the college's discretion.  Students may verify the following details: • In-Sem (ISE) Marks • End-Sem (ESE) Marks • Term Work (TW) Marks • Practical and Oral Marks • Subject Grades • Credit Points • SGPA and other academic details  Important Notice Viewing is typically permitted only in the presence of Exam Section staff. The creation of photographs, videos, or copies of the Ledger is generally prohibited.  Additional Note A Ledger Copy is an institutional document intended for official academic and administrative purposes. Students are generally provided with their own individual result documents rather than the complete class ledger. However, they may request to view their own ledger entry through the college Exam Section for verification, subject to college regulations.",10,LOW
msg_-1001474058642_481699,2026-07-24T05:24:49+00:00,8266453437,Fe 2019 result ?,10,LOW
msg_-1001474058642_481689,2026-07-24T04:05:41+00:00,6044218036,VLSI,10,LOW
msg_-1001474058642_481688,2026-07-24T03:49:14+00:00,1350643814,😂😂😂😂,10,LOW
msg_-1001474058642_481687,2026-07-24T03:48:44+00:00,1338639031,"😅. Bhai wo bajirao Mastani mein dialogue hai n  चीते की चाल, बाज़ की नज़र और बाजीराव की तलवार पर संदेह नहीं करते। कभी भी मात दे सकती है!    Lekin yaha vice versa hai university kabhi bhi dhokha de skte hai",10,LOW
msg_-1001474058642_481685,2026-07-24T03:08:42+00:00,1628844812,Hardware + Software for Final Year Project DMs,10,LOW
msg_-1001474058642_481682,2026-07-24T02:44:29+00:00,1350643814,Te result today?,10,LOW
msg_-1001474058642_481680,2026-07-24T01:51:34+00:00,1350643814,😂😂,10,LOW
msg_-1001474058642_481669,2026-07-23T18:13:58+00:00,1338639031,Ok but kuch din age pichhe honge,10,LOW
msg_-1001474058642_481668,2026-07-23T18:12:54+00:00,1338639031,Website pr data jo upload krta hai uski gf dusre ladke ke sath bhag gayi isliye wo abhi dukhi hai so delay ho gya,10,LOW
msg_-1001474058642_481667,2026-07-23T18:12:26+00:00,7811752003,.,10,LOW
msg_-1001474058642_481666,2026-07-23T18:12:01+00:00,7811752003,"It's tentative, not real.",10,LOW
msg_-1001474058642_481664,2026-07-23T18:10:16+00:00,7811752003,Reference from another group.,10,LOW
msg_-1001474058642_481663,2026-07-23T18:08:18+00:00,5772690664,Why ?,10,LOW
msg_-1001474058642_481662,2026-07-23T17:54:28+00:00,8250929675,TE result?,10,LOW
msg_-1001474058642_481661,2026-07-23T17:21:30+00:00,8675876371,FE cha kevha lagel result ?,10,LOW
msg_-1001474058642_481651,2026-07-23T16:40:50+00:00,8161060646,So ja,10,LOW
msg_-1001474058642_481650,2026-07-23T16:09:07+00:00,1350643814,File from Sanil,10,LOW
msg_-1001474058642_481647,2026-07-23T15:21:27+00:00,1875043602,"This is not prediction this is spoiler  ""udya yeli 100% te2019""",10,LOW
msg_-1001474058642_481646,2026-07-23T15:09:17+00:00,7811752003,Other group.,10,LOW
msg_-1001474058642_481645,2026-07-23T15:07:40+00:00,8249297279,Who tell you,10,LOW
msg_-1001474058642_481644,2026-07-23T15:05:07+00:00,1350643814,First engineering 2024 karke search kar mil jayega,10,LOW
msg_-1001474058642_481641,2026-07-23T15:01:04+00:00,1565016234,Kaskay,10,LOW
msg_-1001474058642_481640,2026-07-23T14:59:09+00:00,1875043602,udya yeli 100% te2019,10,LOW
msg_-1001474058642_481637,2026-07-23T14:58:25+00:00,1875043602,"This is not prediction this is spoiler  ""udya yeli 100% te2019""",10,LOW
msg_-1001474058642_481633,2026-07-23T14:43:38+00:00,1350643814,Bhai TE ka reason kya h delay ka?,10,LOW
msg_-1001474058642_481632,2026-07-23T14:42:54+00:00,7811752003,Just now checked MBA results are announced.,10,LOW
msg_-1001474058642_481631,2026-07-23T14:42:54+00:00,1350643814,😭😭,10,LOW
msg_-1001474058642_481630,2026-07-23T14:42:37+00:00,7811752003,because now MBA results are being declared so will take time.,10,LOW
msg_-1001474058642_481629,2026-07-23T14:40:59+00:00,1350643814,Bhai koi acchi news bhi da diya karo😭😭😭😭😭,10,LOW
msg_-1001474058642_481628,2026-07-23T14:40:58+00:00,7811752003,"NO TE RESULT TODAY OR TOMORROW, ITS NEXT WEEK.",10,LOW
msg_-1001474058642_481627,2026-07-23T14:40:56+00:00,7811752003,"NO TE RESULT TODAY OR TOMORROW, ITS NEXT WEEK.",10,LOW
msg_-1001474058642_481626,2026-07-23T14:40:54+00:00,7811752003,"NO TE RESULT TODAY OR TOMORROW, ITS NEXT WEEK.",10,LOW
msg_-1001474058642_481625,2026-07-23T14:40:52+00:00,7811752003,"NO TE RESULT TODAY OR TOMORROW, ITS NEXT WEEK.",10,LOW
msg_-1001474058642_481624,2026-07-23T14:40:50+00:00,7811752003,"NO TE RESULT TODAY OR TOMORROW, ITS NEXT WEEK.",10,LOW
msg_-1001474058642_481623,2026-07-23T14:40:48+00:00,7811752003,"NO TE RESULT TODAY OR TOMORROW, ITS NEXT WEEK.",10,LOW
msg_-1001474058642_481622,2026-07-23T14:40:46+00:00,7811752003,"NO TE RESULT TODAY OR TOMORROW, ITS NEXT WEEK.",10,LOW
msg_-1001474058642_481621,2026-07-23T14:40:44+00:00,7811752003,"NO TE RESULT TODAY OR TOMORROW, ITS NEXT WEEK.",10,LOW
msg_-1001474058642_481620,2026-07-23T14:40:40+00:00,7811752003,"NO TE RESULT TODAY OR TOMORROW, ITS NEXT WEEK.",10,LOW
msg_-1001474058642_481619,2026-07-23T14:36:28+00:00,8784743638,Sy,10,LOW
msg_-1001474058642_481618,2026-07-23T14:31:55+00:00,1565016234,Advance rtl simulation notes ahetka,10,LOW
msg_-1001474058642_481617,2026-07-23T14:22:27+00:00,8784743638,Embedded system notes,10,LOW
msg_-1001474058642_481615,2026-07-23T14:04:18+00:00,7381462860,BE aids all subjects notes or decodes,10,LOW
msg_-1001474058642_481614,2026-07-23T14:01:33+00:00,7811752003,📢 *SPPU B.E. In-Sem Examination Update*  ━━━━━━━━━━━━━━━━━━━━  📝 *Tentative In-Sem Exam Schedule*  The *In-Sem (ISE)* examinations are *expected* to be conducted between *20th and 30th of August*.  ⚠️ *Please Note:* • This is only a *tentative* schedule. • The *official timetable* has *not been released yet*. • The exact exam dates may change based on the University/College notification.  📌 Students are advised to: ✅ Continue preparing regularly. ✅ Keep checking official notices from your College/SPPU. ✅ Do not rely on unofficial rumours or forwarded messages.  ━━━━━━━━━━━━━━━━━━━━  ℹ️ *This is only an expected timeline and not an official announcement.*,10,LOW
msg_-1001474058642_481612,2026-07-23T13:55:39+00:00,7811752003,📢 *SPPU B.E. In-Sem Examination Update*  ━━━━━━━━━━━━━━━━━━━━  📝 *Tentative In-Sem Exam Schedule*  The *In-Sem (ISE)* examinations are *expected* to be conducted between *20th and 30th of August*.  ⚠️ *Please Note:* • This is only a *tentative* schedule. • The *official timetable* has *not been released yet*. • The exact exam dates may change based on the University/College notification.  📌 Students are advised to: ✅ Continue preparing regularly. ✅ Keep checking official notices from your College/SPPU. ✅ Do not rely on unofficial rumours or forwarded messages.  ━━━━━━━━━━━━━━━━━━━━  ℹ️ *This is only an expected timeline and not an official announcement.*,10,LOW
msg_-1001474058642_481611,2026-07-23T13:40:34+00:00,7945931771,insem related,10,LOW
msg_-1001474058642_481610,2026-07-23T13:39:43+00:00,609517172,**All Previous Year Question Papers** ⏭ https://t.me/PuneEngineers/492,10,LOW
msg_-1001474058642_481609,2026-07-23T13:39:42+00:00,7945931771,comp BE previous year paper drive link ho toh bhejo,10,LOW
msg_-1001474058642_481605,2026-07-23T13:02:34+00:00,6167222599,Please send,10,LOW
msg_-1001474058642_481604,2026-07-23T12:41:24+00:00,1961176873,😂,10,LOW
msg_-1001474058642_481603,2026-07-23T12:27:14+00:00,5914393037,"Nobody can tell anything bro , sppu is not working as per schedule",10,LOW
msg_-1001474058642_481602,2026-07-23T12:03:33+00:00,6049089091,If anyone knows plz tell,10,LOW
msg_-1001474058642_481601,2026-07-23T12:01:44+00:00,6049089091,FE 2019 result date ?,10,LOW
msg_-1001474058642_481599,2026-07-23T11:48:36+00:00,5914393037,✅ *Photocopy Link For BE 2019 Pattern Will Start from SPPU*  • Application Start Date : 23th July 2026  • Last Date to Apply : 2nd August 2026,10,LOW
msg_-1001474058642_481587,2026-07-23T11:02:01+00:00,6610605183,Result date,10,LOW
msg_-1001474058642_481573,2026-07-23T10:55:42+00:00,7008712471,Wo toh ek din me 3 result bhi laga denge,10,LOW
msg_-1001474058642_481571,2026-07-23T10:55:31+00:00,7008712471,Bro sppu hai bharosa nhi,10,LOW
msg_-1001474058642_481570,2026-07-23T10:55:05+00:00,5914393037,Delete hota to 7:30 ka umeed hai,10,LOW
msg_-1001474058642_481569,2026-07-23T10:54:49+00:00,7008712471,Mostly 7:30 ko lagta hai,10,LOW
msg_-1001474058642_481568,2026-07-23T10:54:42+00:00,7008712471,But abhi bhi 3 hours hai,10,LOW
msg_-1001474058642_481567,2026-07-23T10:54:36+00:00,7008712471,Ha shayad kal ya next week aayega,10,LOW
msg_-1001474058642_481566,2026-07-23T10:54:24+00:00,5161291498,Are Bhai t.e summer ka result ajj Nahi lagega,10,LOW
msg_-1001474058642_481565,2026-07-23T10:47:36+00:00,5914393037,"Backlog ka scene hai kya,",10,LOW
msg_-1001474058642_481564,2026-07-23T10:47:25+00:00,5914393037,Kya scene hai,10,LOW
msg_-1001474058642_481563,2026-07-23T10:47:10+00:00,5914393037,College me sab ho jayega apne aap,10,LOW
msg_-1001474058642_481562,2026-07-23T10:46:55+00:00,5914393037,Kuch nahi kro,10,LOW
msg_-1001474058642_481559,2026-07-23T10:43:44+00:00,5161291498,Old Link is not delete,10,LOW
msg_-1001474058642_481558,2026-07-23T10:43:21+00:00,5161291498,Aaj pan Nahi lagnar result t.e cha,10,LOW
msg_-1001474058642_481554,2026-07-23T09:59:41+00:00,8580553418,Kaa,10,LOW
msg_-1001474058642_481553,2026-07-23T09:56:46+00:00,7784141495,Hello seniors I am a prefirst year engineering student i want to what mistakes to avoid and how to excel in each subject also daily routine kya hona chahiye skills college ke sath sath kese develop kare mere paas abhi ek mahina hai mujhe in ek mahine mein konse subject kitne level tak karlene chahiye,10,LOW
msg_-1001474058642_481552,2026-07-23T09:54:19+00:00,7920248890,.l,10,LOW
msg_-1001474058642_481550,2026-07-23T09:37:52+00:00,6364229012,Does anyone have codechef pro subscription?,10,LOW
msg_-1001474058642_481549,2026-07-23T09:37:26+00:00,609517172,"User [S](tg://user?id=6364229012) has 2/3 warnings; be careful! **Reason:** check rules, don't do it again!",10,LOW
msg_-1001474058642_481547,2026-07-23T09:36:59+00:00,6364229012,Does anyone have the codechef pro subscription,10,LOW
msg_-1001474058642_481546,2026-07-23T09:03:45+00:00,609517172,"User [S](tg://user?id=6364229012) has 1/3 warnings; be careful! **Reason:** check rules, don't do it again!",10,LOW
